"TowerHeight","NumShoes","TVALUE","Attempt","betf.rate","crtv.rate","Category","CountryCode","Country","Gender_code","OccupationCode","Occupation_description","Score","Gender","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Occupation_Category"
"145","14","10.3571428571429",4,"7","6","Unknown",78," India",0,8,"Computer or mathematical",47,"Female",5,5,7,9,2,5,3,3,1,7,"Management/Professional"
"84","22","3.81818181818182",4,"4","5","Pyramid ST",187," United States of America",0,16,"Health diagnosing or treating practitioners & technical occupations",46,"Female",5,5,2,8,1,8,3,6,3,5,"Health"
"87","28","3.10714285714286",4,"7","4","Pyramid ST",36," China",1,5,"Management: business or  financial operations occupations",47,"Male",3,5,7,1,6,3,7,4,7,4,"Management/Professional"
"94","7","13.4285714285714",4,"2","3","Pyramid ST + Gladiolus ST",187," United States of America",1,1,"Health diagnosing or treating practitioners & technical occupations",52,"Male",7,7,8,7,5,2,6,1,2,7,"Health"
"31","20","1.55",4,"9","2","Unknown",65," Germany",0,1,"Management: professional or related occupations",48,"Female",1,5,7,2,8,5,6,3,6,5,"Management/Professional"
"94","24","3.91666666666667",4,"2","2","Brick Wall ST",67," Greece",0,8,"Computer or mathematical",60,"Female",7,3,2,8,9,9,9,5,5,3,"Management/Professional"
"74","25","2.96",4,"7","6","Brick Wall ST",163," Spain",1,14,"Education, training, or library",44,"Male",1,5,6,2,4,3,3,6,7,7,"Education/Training"
"78","17","4.58823529411765",10,"2","5","Gladiolus ST",36," China",1,13,"Legal",30,"Male",6,3,5,1,2,2,2,2,5,2,"Management/Professional"
"62.5","28","2.23214285714286",4,"5","3","Pile ST",187," United States of America",1,16,"Health diagnosing or treating practitioners & technical occupations",78,"Male",8,8,9,9,7,9,8,5,6,9,"Health"
"78","13","6",4,"7","6","Brick Wall ST",137," Poland",0,9,"Architects, surveyors, cartographers, or engineers",39,"Female",3,3,7,6,2,3,3,3,6,3,"Engineering"
"72","14","5.14285714285714",4,"4","6","Bridge ST",126," Nigeria",0,2,"Management: business or  financial operations occupations",57,"Female",1,9,9,2,9,8,8,1,1,9,"Management/Professional"
"55","31","1.7741935483871",4,"9","8","Unknown",36," China",1,14,"Education, training, or library",49,"Male",3,3,3,7,3,7,7,7,4,5,"Education/Training"
"58","10","5.8",4,"4","5","Brick Wall ST",185," United Kingdom of Great Britain and Northern I",1,15,"Arts, design, entertainment, sports, or media",47,"Male",5,5,2,2,8,5,8,2,2,8,"Arts Design Sports Media"
"92","42","2.19047619047619",4,"1","1","Pyramid ST",48," Denmark",1,14,"Education, training, or library",65,"Male",3,7,7,9,8,5,7,3,8,8,"Education/Training"
"103","31","3.32258064516129",4,"3","4","Unknown",163," Spain",1,9,"Architects, surveyors, cartographers, or engineers",61,"Male",5,7,5,7,8,8,6,2,5,8,"Engineering"
"58","28","2.07142857142857",4,"4","4","Pile ST",65," Germany",1,13,"Legal",63,"Male",6,8,8,3,8,7,8,2,8,5,"Management/Professional"
"30","76","0.394736842105263",10,"2","5","Pile ST",187," United States of America",1,14,"Education, training, or library",63,"Male",9,7,4,7,6,7,7,6,3,7,"Education/Training"
"60","80","0.75",4,"9","8","Pyramid ST",151," Saudi Arabia",1,9,"Architects, surveyors, cartographers, or engineers",54,"Male",3,9,9,9,3,2,2,1,9,7,"Engineering"
"80","18","4.44444444444444",4,"9","7","Pyramid ST",122," Netherlands",1,15,"Arts, design, entertainment, sports, or media",78,"Male",8,9,8,8,9,7,9,5,8,7,"Arts Design Sports Media"
"60","12","5",4,"8","7","Gladiolus ST",78," India",1,1,"Management: professional or related occupations",70,"Male",5,7,9,7,9,9,1,9,5,9,"Management/Professional"
"106","21","5.04761904761905",4,"7","9","Gladiolus ST",36," China",0,24,"Sales or related occupations",65,"Female",8,2,2,8,8,8,8,5,8,8,"Services"
"66","2","33",4,"9","9","Gladiolus ST",37," Colombia",1,11,"Life, physical, or social science",59,"Male",7,4,9,2,9,7,2,4,6,9,"Science"
"120","32","3.75",4,"7","7","Pyramid ST",163," Spain",0,1,"Management: professional or related occupations",46,"Female",4,3,7,3,4,8,5,3,4,5,"Management/Professional"
"53","7","7.57142857142857",4,"8","8","Pyramid ST",36," China",1,14,"Education, training, or library",49,"Male",7,1,9,8,2,2,7,8,2,3,"Education/Training"
"85","28","3.03571428571429",4,"3","3","Brick Wall ST",31," Canada",0,14,"Education, training, or library",45,"Female",4,2,7,9,7,5,3,1,4,3,"Education/Training"
"122","33","3.6969696969697",10,"7","7","Pyramid ST",187," United States of America",1,11,"Life, physical, or social science",25,"Male",1,3,3,2,5,3,3,2,1,2,"Science"
"46","14","3.28571428571429",4,"3","6","Brick Wall ST",78," India",0,1,"Management: professional or related occupations",68,"Female",7,7,8,7,5,8,8,3,8,7,"Management/Professional"
"230","6","38.3333333333333",4,"10","9","Unknown",186," United Republic of Tanzania",0,18,"Health care support",64,"Female",9,7,1,3,9,7,1,9,9,9,"Health"
"115","17","6.76470588235294",4,"2","1","Pyramid ST",128," Norway",1,14,"Education, training, or library",66,"Male",3,7,9,5,8,8,5,7,5,9,"Education/Training"
"59.2","11.5","5.14782608695652",4,"7","5","Bridge ST",84," Italy",1,21,"Food preparation or serving-related",75,"Male",8,7,7,9,8,8,4,8,9,7,"Services"
"64","12","5.33333333333333",4,"2","3","Pyramid ST + Gladiolus ST",102," Madagascar",1,1,"Management: professional or related occupations",30,"Male",1,2,9,8,2,2,1,1,1,3,"Management/Professional"
"96","13","7.38461538461539",4,"5","5","Pyramid ST",89," Kenya",1,14,"Education, training, or library",62,"Male",1,9,9,8,5,8,2,9,2,9,"Education/Training"
"64","4","16",4,"6.5","7","Gladiolus ST",122," Netherlands",1,1,"Management: professional or related occupations",76,"Male",9,8,7,5,8,9,9,8,5,8,"Management/Professional"
"80","14","5.71428571428571",4,"10","8","Gladiolus ST",65," Germany",1,11,"Life, physical, or social science",53,"Male",3,2,9,3,9,1,7,3,9,7,"Science"
"60","22","2.72727272727273",4,"10","3","Brick Wall ST",187," United States of America",1,11,"Life, physical, or social science",49,"Male",4,4,8,4,5,6,3,5,3,7,"Science"
"107","11","9.72727272727273",10,"4","7","Brick Wall ST",123," New Zealand",1,1,"Management: professional or related occupations",42,"Male",3,7,2,3,7,3,6,1,7,3,"Management/Professional"
"53.5","15","3.56666666666667",4,"10","4","Pile ST",83," Israel",0,14,"Education, training, or library",42,"Female",3,7,3,7,3,3,3,3,7,3,"Education/Training"
"85","16","5.3125",4,"6","7","Brick Wall ST",36," China",0,9,"Architects, surveyors, cartographers, or engineers",39,"Female",3,3,3,4,3,4,7,3,4,5,"Engineering"
"81.5","26","3.13461538461538",4,"1","2","Pyramid ST",78," India",1,23,"Personal care or service",51,"Male",5,7,2,2,7,7,5,8,1,7,"Health"
"34","2","17",4,"7","6","Pyramid ST",156," Singapore",0,14,"Education, training, or library",40,"Female",2,7,2,3,4,4,6,2,3,7,"Education/Training"
"74.93","40","1.87325",4,"4","3","Pile ST",187," United States of America",1,1,"Management: professional or related occupations",51,"Male",6,4,7,6,6,3,5,3,4,7,"Management/Professional"
"50","9","5.55555555555556",4,"6","4","Bridge ST",185," United Kingdom of Great Britain and Northern I",0,8,"Computer or mathematical",48,"Female",2,2,1,5,5,9,3,8,8,5,"Management/Professional"
"104","38","2.73684210526316",4,"7.5","6.5","Pyramid ST",67," Greece",0,1,"Management: professional or related occupations",71,"Female",4,7,9,7,9,7,8,4,7,9,"Management/Professional"
"79.375","2","39.6875",4,"2","8","Brick Wall ST",187," United States of America",0,8,"Computer or mathematical",40,"Female",3,3,7,3,5,5,2,2,3,7,"Management/Professional"
"150","20","7.5",4,"2","4","Unknown",111," Mexico",1,2,"Management: business or  financial operations occupations",36,"Male",1,3,1,6,7,2,5,3,3,5,"Management/Professional"
"56","34","1.64705882352941",4,"8","4","Pile ST",185," United Kingdom of Great Britain and Northern I",1,15,"Arts, design, entertainment, sports, or media",36,"Male",5,3,7,1,7,1,3,1,5,3,"Arts Design Sports Media"
"87","40","2.175",10,"8","7","Pyramid ST",40," Costa Rica",1,1,"Management: professional or related occupations",34,"Male",1,3,8,2,2,8,1,1,1,7,"Management/Professional"
"132","81","1.62962962962963",4,"9","9","Pyramid ST",187," United States of America",1,2,"Management: business or  financial operations occupations",54,"Male",5,7,5,5,5,5,7,5,5,5,"Management/Professional"
"78","14","5.57142857142857",4,"8","5","Brick Wall ST",36," China",0,8,"Computer or mathematical",48,"Female",7,7,6,8,2,7,2,1,5,3,"Management/Professional"
"65","8","8.125",4,"5","5","Unknown",36," China",0,9,"Architects, surveyors, cartographers, or engineers",47,"Female",2,5,9,1,1,8,2,7,8,4,"Engineering"
"48.4","19","2.54736842105263",4,"10","7","Pyramid ST",37," Colombia",0,3,"Management occupations, except farmers and farm managers",48,"Female",2,3,7,1,7,7,2,3,8,8,"Management/Professional"
"80","5","16",4,"7","8","Gladiolus ST",187," United States of America",0,20,"Other protective service workers (including supervisors)",62,"Female",6,7,7,5,4,9,7,3,6,8,"Services"
"65","8","8.125",4,"7","7","Bridge ST",123," New Zealand",0,15,"Arts, design, entertainment, sports, or media",76,"Female",5,9,9,1,8,9,8,9,9,9,"Arts Design Sports Media"
"90","48","1.875",4,"4","5","Brick Wall ST",168," Sweden",1,2,"Management: business or  financial operations occupations",60,"Male",5,5,3,5,6,6,7,9,7,7,"Management/Professional"
"62","26","2.38461538461538",4,"3","2","Brick Wall ST",187," United States of America",0,14,"Education, training, or library",71,"Female",8,7,9,7,8,8,2,7,7,8,"Education/Training"
"74","32","2.3125",4,"7","5","Brick Wall ST",143," Russian Federation",1,14,"Education, training, or library",37,"Male",2,4,8,5,3,3,2,2,5,3,"Education/Training"
"50","8","6.25",4,"9","10","Gladiolus ST",45," Czech Republic",1,23,"Personal care or service",64,"Male",4,4,9,6,6,6,7,9,7,6,"Health"
"42","8","5.25",1,"10","10","Brick Wall ST",161," South Africa",0,9,"Architects, surveyors, cartographers, or engineers",55,"Female",6,6,8,8,4,6,6,1,5,5,"Engineering"
"76","10","7.6",10,"7","4","Gladiolus ST",187," United States of America",0,14,"Education, training, or library",55,"Female",3,3,7,3,7,8,8,3,6,7,"Education/Training"
"61.5","38","1.61842105263158",4,"5","4","Pyramid ST",24," Brazil",1,15,"Arts, design, entertainment, sports, or media",29,"Male",3,3,2,2,3,2,5,3,3,3,"Arts Design Sports Media"
"76","25","3.04",4,"7","8","Pyramid ST",143," Russian Federation",0,15,"Arts, design, entertainment, sports, or media",42,"Female",3,7,1,9,3,1,1,9,1,7,"Arts Design Sports Media"
"100","17","5.88235294117647",4,"8","8","Pyramid ST + Gladiolus ST",36," China",0,5,"Business and financial operations",45,"Female",8,5,1,9,1,3,5,2,8,3,"Management/Professional"
"67","24","2.79166666666667",4,"8","7","Pyramid ST",111," Mexico",1,15,"Arts, design, entertainment, sports, or media",53,"Male",1,8,9,5,5,8,6,3,1,7,"Arts Design Sports Media"
"78","20","3.9",4,"8","6","Pyramid ST",163," Spain",1,9,"Architects, surveyors, cartographers, or engineers",32,"Male",2,5,1,2,4,3,2,6,2,5,"Engineering"
"112","10","11.2",4,"7","8","Brick Wall ST",74," Honduras",0,1,"Management: professional or related occupations",68,"Female",2,4,8,8,8,8,7,7,8,8,"Management/Professional"
"70","20","3.5",4,"3","7","Unknown",31," Canada",1,24,"Sales or related occupations",33,"Male",2,4,8,5,3,2,3,2,2,2,"Services"
"86","16","5.375",4,"9","8","Unknown",80," Iran, Islamic Republic of...",0,31,"Production",60,"Female",7,8,7,1,7,8,6,4,5,7,"Services"
"58","6","9.66666666666667",4,"1","7","Brick Wall ST",36,"",0,14,"Architects, surveyors, cartographers, or engineers",27,"Female",1,3,8,1,2,2,2,2,3,3,"Engineering"
"51.562","3","17.1873333333333",10,"7","5","Gladiolus ST",187," United States of America",1,14,"Education, training, or library",53,"Male",3,5,7,7,4,5,2,7,7,6,"Education/Training"
"65","8","8.125",4,"8","6","Bridge ST",122," Netherlands",1,2,"Management: business or  financial operations occupations",48,"Male",5,8,8,5,3,7,2,3,2,5,"Management/Professional"
"92","16","5.75",4,"8","7","Pyramid ST + Gladiolus ST",126," Nigeria",0,14,"Education, training, or library",71,"Female",5,7,9,1,7,9,8,8,8,9,"Education/Training"
"31","6","5.16666666666667",4,"6","4","Brick Wall ST",78," India",0,6,"Business operations specialists",43,"Female",2,2,8,2,7,5,8,3,2,4,"Management/Professional"
"64","4","16",10,"7","6","Gladiolus ST",78," India",1,14,"Education, training, or library",60,"Male",2,8,8,8,8,8,5,3,3,7,"Education/Training"
"90","15","6",10,"9","8","Pyramid ST + Gladiolus ST",69," Guatemala",1,15,"Arts, design, entertainment, sports, or media",46,"Male",4,2,2,8,3,5,8,8,1,5,"Arts Design Sports Media"
"57","5","11.4",4,"9","6","Gladiolus ST",187," United States of America",0,12,"Community and social services",83,"Female",9,9,8,8,8,8,7,9,8,9,"Services"
"71","11","6.45454545454545",10,"10","5","Bridge ST",187," United States of America",0,6,"Business operations specialists",50,"Female",1,2,7,3,6,5,8,3,7,8,"Management/Professional"
"104","23","4.52173913043478",40,"7","4","Brick Wall ST",137," Poland",0,11,"Life, physical, or social science",47,"Female",5,3,5,3,4,8,2,6,4,7,"Science"
"91","22","4.13636363636364",40,"5","1","Brick Wall ST",36," China",0,9,"Architects, surveyors, cartographers, or engineers",43,"Female",3,9,5,1,4,9,1,1,5,5,"Engineering"
"147","12","12.25",40,"9","4","Gladiolus ST",78," India",0,15,"Arts, design, entertainment, sports, or media",37,"Female",2,5,1,2,9,5,2,1,1,9,"Arts Design Sports Media"
"104","31","3.35483870967742",41,"4","7","Unknown",45," Czech Republic",1,1,"Management: professional or related occupations",53,"Male",5,5,4,7,6,7,3,5,5,6,"Management/Professional"
"117","17","6.88235294117647",41,"3","5","Unknown",42," Croatia",0,8,"Computer or mathematical",44,"Female",1,5,7,4,4,7,2,3,5,6,"Management/Professional"
"70","10","7",10,"8","7","Gladiolus ST",185," United Kingdom of Great Britain and Northern I",1,14,"Education, training, or library",28,"Male",2,3,2,2,4,6,2,2,2,3,"Education/Training"
"104.14","34","3.06294117647059",5,"7","4","Brick Wall ST",187," United States of America",0,1,"Management: professional or related occupations",58,"Female",3,7,7,4,6,4,6,7,7,7,"Management/Professional"
"42","6","7",5,"3","5","Brick Wall ST",36," China",0,8,"Computer or mathematical",56,"Female",3,5,3,7,4,8,7,8,4,7,"Management/Professional"
"90","26","3.46153846153846",10,"6","10","Brick Wall ST",36," China",1,2,"Management: business or  financial operations occupations",45,"Male",1,5,3,1,7,7,5,4,6,6,"Management/Professional"
"80","20","4",5,"8","8","Unknown",36," China",1,15,"Arts, design, entertainment, sports, or media",67,"Male",5,7,7,7,9,8,9,8,5,2,"Arts Design Sports Media"
"60","12","5",5,"7","1","Brick Wall ST",24," Brazil",1,13,"Legal",62,"Male",5,9,9,1,5,5,9,9,1,9,"Management/Professional"
"36","14","2.57142857142857",5,"9.5","9","Pile ST",79," Indonesia",1,2,"Management: business or  financial operations occupations",26,"Male",3,5,3,1,5,3,1,1,1,3,"Management/Professional"
"53","9","5.88888888888889",5,"6","5","Gladiolus ST",161," South Africa",1,14,"Education, training, or library",62,"Male",7,7,5,3,7,9,3,7,7,7,"Education/Training"
"60","28","2.14285714285714",10,"9","9","Unknown",129," Oman",1,14,"Education, training, or library",42,"Male",1,2,2,1,8,9,7,1,2,9,"Education/Training"
"68","8","8.5",5,"7","3","Brick Wall ST",36," China",1,15,"Arts, design, entertainment, sports, or media",72,"Male",7,8,9,7,8,8,2,8,8,7,"Arts Design Sports Media"
"72.3","10","7.23",10,"8","8","Pyramid ST",185," United Kingdom of Great Britain and Northern I",0,2,"Management: business or  financial operations occupations",88,"Female",9,9,9,9,9,9,8,9,8,9,"Management/Professional"
"42","8","5.25",5,"6","7","Gladiolus ST",24," Brazil",1,12,"Community and social services",55,"Male",5,8,7,5,4,5,6,7,5,3,"Services"
"53","26","2.03846153846154",5,"8","8","Brick Wall ST",111," Mexico",1,14,"Education, training, or library",50,"Male",3,4,6,5,6,5,7,3,4,7,"Education/Training"
"30","16","1.875",5,"6","1","Brick Wall ST",136," Philippines",0,9,"Architects, surveyors, cartographers, or engineers",52,"Female",1,5,5,1,5,9,9,9,1,7,"Engineering"
"74","50","1.48",5,"5","4","Pyramid ST",51," Dominican Republic",1,2,"Management: business or  financial operations occupations",38,"Male",1,8,5,2,2,2,5,2,3,8,"Management/Professional"
"85","22","3.86363636363636",5,"9","6","Pyramid ST",142," Romania",1,25,"Office or administrative support",62,"Male",5,7,7,7,7,6,5,4,7,7,"Management/Professional"
"75","16","4.6875",5,"6","7","Pyramid ST",185," United Kingdom of Great Britain and Northern I",1,15,"Arts, design, entertainment, sports, or media",69,"Male",8,6,9,8,7,7,2,6,8,8,"Arts Design Sports Media"
"102","29","3.51724137931034",5,"7","3","Pile ST",78," India",0,1,"Management: professional or related occupations",54,"Female",2,7,3,2,8,8,8,2,6,8,"Management/Professional"
"80","5","16",5,"1","1","Bridge ST",36," China",0,14,"Education, training, or library",55,"Female",3,7,6,7,7,7,3,5,4,6,"Education/Training"
"55","10","5.5",10,"8","7","Bridge ST",36," China",1,2,"Management: business or  financial operations occupations",43,"Male",5,3,3,7,5,4,4,2,5,5,"Management/Professional"
"86","19","4.52631578947368",5,"10","5","Brick Wall ST",36," China",1,5,"Business and financial operations",37,"Male",3,3,3,6,4,4,3,3,4,4,"Management/Professional"
"74","2","37",5,"7","5","Gladiolus ST",163," Spain",0,8,"Computer or mathematical",34,"Female",3,5,2,3,5,2,3,1,5,5,"Management/Professional"
"122","20","6.1",5,"2","1","Brick Wall ST",169," Algeria",0,8,"Computer or mathematical",47,"Female",1,7,5,3,5,5,2,7,5,7,"Management/Professional"
"28","21","1.33333333333333",5,"3","5","Brick Wall ST",185," United Kingdom of Great Britain and Northern I",1,1,"Management: professional or related occupations",32,"Male",3,2,5,4,3,3,5,2,2,3,"Management/Professional"
"97","21","4.61904761904762",5,"7","7","Pyramid ST + Gladiolus ST",48," Denmark",0,8,"Computer or mathematical",64,"Female",9,7,1,9,9,9,1,9,1,9,"Management/Professional"
"66","22","3",5,"7","6","Unknown",78," India",0,1,"Management: professional or related occupations",24,"Female",2,4,6,1,2,1,1,1,3,3,"Management/Professional"
"63.5","18","3.52777777777778",5,"8","8","Pyramid ST",187," United States of America",1,14,"Education, training, or library",46,"Male",5,3,8,1,5,6,4,5,3,6,"Education/Training"
"73","10","7.3",5,"8","1","Pyramid ST",187," United States of America",0,6,"Business operations specialists",56,"Female",7,6,9,3,5,4,5,7,5,5,"Management/Professional"
"110","38","2.89473684210526",5,"3","5","Brick Wall ST",36," China",1,14,"Education, training, or library",52,"Male",3,7,3,8,4,3,7,5,5,7,"Education/Training"
